id,pokemon,rarity,grade,shiny,preis
502,Zwottronin,Uncommon,Kampfbereit,0,1.03
502,Zwottronin,Uncommon,Elite,0,1.39
502,Zwottronin,Uncommon,Perfekt,0,1.75
502,Zwottronin,Uncommon,Wild,1,1.80
502,Zwottronin,Uncommon,Trainiert,1,2.19
502,Zwottronin,Uncommon,Kampfbereit,1,2.58
502,Zwottronin,Uncommon,Elite,1,3.48
502,Zwottronin,Uncommon,Perfekt,1,4.38
503,Admurai,Rare,Wild,0,2.19
503,Admurai,Rare,Trainiert,0,2.66
503,Admurai,Rare,Kampfbereit,0,3.13
503,Admurai,Rare,Elite,0,4.23
503,Admurai,Rare,Perfekt,0,5.32
503,Admurai,Rare,Wild,1,5.48
503,Admurai,Rare,Trainiert,1,6.65
503,Admurai,Rare,Kampfbereit,1,7.82
503,Admurai,Rare,Elite,1,10.50
503,Admurai,Rare,Perfekt,1,13.25
504,Nagelotz,Common,Wild,0,0.03
504,Nagelotz,Common,Trainiert,0,0.04
504,Nagelotz,Common,Kampfbereit,0,0.05
504,Nagelotz,Common,Elite,0,0.07
504,Nagelotz,Common,Perfekt,0,0.09
504,Nagelotz,Common,Wild,1,0.09
504,Nagelotz,Common,Trainiert,1,0.11
504,Nagelotz,Common,Kampfbereit,1,0.13
504,Nagelotz,Common,Elite,1,0.17
504,Nagelotz,Common,Perfekt,1,0.21
505,Kukmarda,Common,Wild,0,0.20
505,Kukmarda,Common,Trainiert,0,0.24
505,Kukmarda,Common,Kampfbereit,0,0.28
505,Kukmarda,Common,Elite,0,0.38
505,Kukmarda,Common,Perfekt,0,0.48
505,Kukmarda,Common,Wild,1,0.49
505,Kukmarda,Common,Trainiert,1,0.60
505,Kukmarda,Common,Kampfbereit,1,0.70
505,Kukmarda,Common,Elite,1,0.95
505,Kukmarda,Common,Perfekt,1,1.19
506,Yorkleff,Uncommon,Wild,0,0.32
506,Yorkleff,Uncommon,Trainiert,0,0.39
506,Yorkleff,Uncommon,Kampfbereit,0,0.46
506,Yorkleff,Uncommon,Elite,0,0.62
506,Yorkleff,Uncommon,Perfekt,0,0.78
506,Yorkleff,Uncommon,Wild,1,0.81
506,Yorkleff,Uncommon,Trainiert,1,0.98
506,Yorkleff,Uncommon,Kampfbereit,1,1.15
506,Yorkleff,Uncommon,Elite,1,1.55
506,Yorkleff,Uncommon,Perfekt,1,1.96
507,Terribark,Uncommon,Wild,0,0.71
507,Terribark,Uncommon,Trainiert,0,0.87
507,Terribark,Uncommon,Kampfbereit,0,1.02
507,Terribark,Uncommon,Elite,0,1.38
507,Terribark,Uncommon,Perfekt,0,1.73
507,Terribark,Uncommon,Wild,1,1.79
507,Terribark,Uncommon,Trainiert,1,2.17
507,Terribark,Uncommon,Kampfbereit,1,2.55
507,Terribark,Uncommon,Elite,1,3.44
507,Terribark,Uncommon,Perfekt,1,4.34
508,Bissbark,Rare,Wild,0,2.07
508,Bissbark,Rare,Trainiert,0,2.52
508,Bissbark,Rare,Kampfbereit,0,2.96
508,Bissbark,Rare,Elite,0,4.00
508,Bissbark,Rare,Perfekt,0,5.03
508,Bissbark,Rare,Wild,1,5.18
508,Bissbark,Rare,Trainiert,1,6.29
508,Bissbark,Rare,Kampfbereit,1,7.40
508,Bissbark,Rare,Elite,1,9.99
508,Bissbark,Rare,Perfekt,1,12.50
509,Felilou,Common,Wild,0,0.15
509,Felilou,Common,Trainiert,0,0.19
509,Felilou,Common,Kampfbereit,0,0.22
509,Felilou,Common,Elite,0,0.30
509,Felilou,Common,Perfekt,0,0.37
509,Felilou,Common,Wild,1,0.39
509,Felilou,Common,Trainiert,1,0.47
509,Felilou,Common,Kampfbereit,1,0.55
509,Felilou,Common,Elite,1,0.74
509,Felilou,Common,Perfekt,1,0.94
510,Kleoparda,Uncommon,Wild,0,0.40
510,Kleoparda,Uncommon,Trainiert,0,0.48
510,Kleoparda,Uncommon,Kampfbereit,0,0.57
510,Kleoparda,Uncommon,Elite,0,0.77
510,Kleoparda,Uncommon,Perfekt,0,0.97
510,Kleoparda,Uncommon,Wild,1,1.00
510,Kleoparda,Uncommon,Trainiert,1,1.21
510,Kleoparda,Uncommon,Kampfbereit,1,1.42
510,Kleoparda,Uncommon,Elite,1,1.92
510,Kleoparda,Uncommon,Perfekt,1,2.42
511,Vegimak,Common,Wild,0,0.15
511,Vegimak,Common,Trainiert,0,0.19
511,Vegimak,Common,Kampfbereit,0,0.22
511,Vegimak,Common,Elite,0,0.30
511,Vegimak,Common,Perfekt,0,0.37
511,Vegimak,Common,Wild,1,0.39
511,Vegimak,Common,Trainiert,1,0.47
511,Vegimak,Common,Kampfbereit,1,0.55
511,Vegimak,Common,Elite,1,0.74
511,Vegimak,Common,Perfekt,1,0.94
512,Vegichita,Uncommon,Wild,0,0.36
512,Vegichita,Uncommon,Trainiert,0,0.43
512,Vegichita,Uncommon,Kampfbereit,0,0.51
512,Vegichita,Uncommon,Elite,0,0.69
512,Vegichita,Uncommon,Perfekt,0,0.87
512,Vegichita,Uncommon,Wild,1,0.89
512,Vegichita,Uncommon,Trainiert,1,1.08
512,Vegichita,Uncommon,Kampfbereit,1,1.27
512,Vegichita,Uncommon,Elite,1,1.72
512,Vegichita,Uncommon,Perfekt,1,2.17
513,Grillmak,Common,Wild,0,0.17
513,Grillmak,Common,Trainiert,0,0.20
513,Grillmak,Common,Kampfbereit,0,0.24
513,Grillmak,Common,Elite,0,0.32
513,Grillmak,Common,Perfekt,0,0.41
513,Grillmak,Common,Wild,1,0.42
513,Grillmak,Common,Trainiert,1,0.51
513,Grillmak,Common,Kampfbereit,1,0.60
513,Grillmak,Common,Elite,1,0.81
513,Grillmak,Common,Perfekt,1,1.02
514,Grillchita,Uncommon,Wild,0,0.43
514,Grillchita,Uncommon,Trainiert,0,0.52
514,Grillchita,Uncommon,Kampfbereit,0,0.61
514,Grillchita,Uncommon,Elite,0,0.82
514,Grillchita,Uncommon,Perfekt,0,1.04
514,Grillchita,Uncommon,Wild,1,1.07
514,Grillchita,Uncommon,Trainiert,1,1.30
514,Grillchita,Uncommon,Kampfbereit,1,1.53
514,Grillchita,Uncommon,Elite,1,2.06
514,Grillchita,Uncommon,Perfekt,1,2.59
515,Sodamak,Common,Wild,0,0.13
515,Sodamak,Common,Trainiert,0,0.15
515,Sodamak,Common,Kampfbereit,0,0.18
515,Sodamak,Common,Elite,0,0.24
515,Sodamak,Common,Perfekt,0,0.31
515,Sodamak,Common,Wild,1,0.32
515,Sodamak,Common,Trainiert,1,0.38
515,Sodamak,Common,Kampfbereit,1,0.45
515,Sodamak,Common,Elite,1,0.61
515,Sodamak,Common,Perfekt,1,0.77
516,Sodachita,Uncommon,Wild,0,0.36
516,Sodachita,Uncommon,Trainiert,0,0.43
516,Sodachita,Uncommon,Kampfbereit,0,0.51
516,Sodachita,Uncommon,Elite,0,0.69
516,Sodachita,Uncommon,Perfekt,0,0.87
516,Sodachita,Uncommon,Wild,1,0.89
516,Sodachita,Uncommon,Trainiert,1,1.08
516,Sodachita,Uncommon,Kampfbereit,1,1.27
516,Sodachita,Uncommon,Elite,1,1.72
516,Sodachita,Uncommon,Perfekt,1,2.17
517,Somniam,Common,Wild,0,0.13
517,Somniam,Common,Trainiert,0,0.15
517,Somniam,Common,Kampfbereit,0,0.18
517,Somniam,Common,Elite,0,0.24
517,Somniam,Common,Perfekt,0,0.31
517,Somniam,Common,Wild,1,0.32
517,Somniam,Common,Trainiert,1,0.38
517,Somniam,Common,Kampfbereit,1,0.45
517,Somniam,Common,Elite,1,0.61
517,Somniam,Common,Perfekt,1,0.77
518,Somnivora,Uncommon,Wild,0,0.41
518,Somnivora,Uncommon,Trainiert,0,0.49
518,Somnivora,Uncommon,Kampfbereit,0,0.58
518,Somnivora,Uncommon,Elite,0,0.78
518,Somnivora,Uncommon,Perfekt,0,0.99
518,Somnivora,Uncommon,Wild,1,1.01
518,Somnivora,Uncommon,Trainiert,1,1.23
518,Somnivora,Uncommon,Kampfbereit,1,1.45
518,Somnivora,Uncommon,Elite,1,1.96
518,Somnivora,Uncommon,Perfekt,1,2.47
519,Dusselgurr,Common,Wild,0,0.03
519,Dusselgurr,Common,Trainiert,0,0.03
519,Dusselgurr,Common,Kampfbereit,0,0.04
519,Dusselgurr,Common,Elite,0,0.05
519,Dusselgurr,Common,Perfekt,0,0.07
519,Dusselgurr,Common,Wild,1,0.07
519,Dusselgurr,Common,Trainiert,1,0.09
519,Dusselgurr,Common,Kampfbereit,1,0.10
519,Dusselgurr,Common,Elite,1,0.14
519,Dusselgurr,Common,Perfekt,1,0.17
520,Navitaub,Common,Wild,0,0.12
520,Navitaub,Common,Trainiert,0,0.14
520,Navitaub,Common,Kampfbereit,0,0.17
520,Navitaub,Common,Elite,0,0.23
520,Navitaub,Common,Perfekt,0,0.29
520,Navitaub,Common,Wild,1,0.30
520,Navitaub,Common,Trainiert,1,0.36
520,Navitaub,Common,Kampfbereit,1,0.43
520,Navitaub,Common,Elite,1,0.57
520,Navitaub,Common,Perfekt,1,0.72
521,Fasasnob,Uncommon,Wild,0,0.33
521,Fasasnob,Uncommon,Trainiert,0,0.40
521,Fasasnob,Uncommon,Kampfbereit,0,0.47
521,Fasasnob,Uncommon,Elite,0,0.63
521,Fasasnob,Uncommon,Perfekt,0,0.80
521,Fasasnob,Uncommon,Wild,1,0.82
521,Fasasnob,Uncommon,Trainiert,1,1.00
521,Fasasnob,Uncommon,Kampfbereit,1,1.17
521,Fasasnob,Uncommon,Elite,1,1.59
521,Fasasnob,Uncommon,Perfekt,1,2.00
522,Elezeba,Common,Wild,0,0.15
522,Elezeba,Common,Trainiert,0,0.19
522,Elezeba,Common,Kampfbereit,0,0.22
522,Elezeba,Common,Elite,0,0.30
522,Elezeba,Common,Perfekt,0,0.37
522,Elezeba,Common,Wild,1,0.39
522,Elezeba,Common,Trainiert,1,0.47
522,Elezeba,Common,Kampfbereit,1,0.55
522,Elezeba,Common,Elite,1,0.74
522,Elezeba,Common,Perfekt,1,0.94
523,Zebritz,Uncommon,Wild,0,0.36
523,Zebritz,Uncommon,Trainiert,0,0.43
523,Zebritz,Uncommon,Kampfbereit,0,0.51
523,Zebritz,Uncommon,Elite,0,0.69
523,Zebritz,Uncommon,Perfekt,0,0.87
523,Zebritz,Uncommon,Wild,1,0.89
523,Zebritz,Uncommon,Trainiert,1,1.08
523,Zebritz,Uncommon,Kampfbereit,1,1.27
523,Zebritz,Uncommon,Elite,1,1.72
523,Zebritz,Uncommon,Perfekt,1,2.17
524,Kiesling,Uncommon,Wild,0,0.28
524,Kiesling,Uncommon,Trainiert,0,0.34
524,Kiesling,Uncommon,Kampfbereit,0,0.40
524,Kiesling,Uncommon,Elite,0,0.54
524,Kiesling,Uncommon,Perfekt,0,0.68
524,Kiesling,Uncommon,Wild,1,0.70
524,Kiesling,Uncommon,Trainiert,1,0.85
524,Kiesling,Uncommon,Kampfbereit,1,1.00
524,Kiesling,Uncommon,Elite,1,1.35
524,Kiesling,Uncommon,Perfekt,1,1.70
525,Sedimantur,Uncommon,Wild,0,0.70
525,Sedimantur,Uncommon,Trainiert,0,0.85
525,Sedimantur,Uncommon,Kampfbereit,0,1.00
525,Sedimantur,Uncommon,Elite,0,1.35
525,Sedimantur,Uncommon,Perfekt,0,1.70
525,Sedimantur,Uncommon,Wild,1,1.75
525,Sedimantur,Uncommon,Trainiert,1,2.13
525,Sedimantur,Uncommon,Kampfbereit,1,2.50
525,Sedimantur,Uncommon,Elite,1,3.38
525,Sedimantur,Uncommon,Perfekt,1,4.25
526,Brockoloss,Rare,Wild,0,2.23
526,Brockoloss,Rare,Trainiert,0,2.71
526,Brockoloss,Rare,Kampfbereit,0,3.19
526,Brockoloss,Rare,Elite,0,4.31
526,Brockoloss,Rare,Perfekt,0,5.42
526,Brockoloss,Rare,Wild,1,5.58
526,Brockoloss,Rare,Trainiert,1,6.78
526,Brockoloss,Rare,Kampfbereit,1,7.98
526,Brockoloss,Rare,Elite,1,10.75
526,Brockoloss,Rare,Perfekt,1,13.50
527,Fleknoil,Uncommon,Wild,0,0.30
527,Fleknoil,Uncommon,Trainiert,0,0.37
527,Fleknoil,Uncommon,Kampfbereit,0,0.43
527,Fleknoil,Uncommon,Elite,0,0.58
527,Fleknoil,Uncommon,Perfekt,0,0.73
527,Fleknoil,Uncommon,Wild,1,0.75
527,Fleknoil,Uncommon,Trainiert,1,0.91
527,Fleknoil,Uncommon,Kampfbereit,1,1.08
527,Fleknoil,Uncommon,Elite,1,1.45
527,Fleknoil,Uncommon,Perfekt,1,1.83
528,Fletiamo,Uncommon,Wild,0,0.96
528,Fletiamo,Uncommon,Trainiert,0,1.16
528,Fletiamo,Uncommon,Kampfbereit,0,1.37
528,Fletiamo,Uncommon,Elite,0,1.85
528,Fletiamo,Uncommon,Perfekt,0,2.33
528,Fletiamo,Uncommon,Wild,1,2.40
528,Fletiamo,Uncommon,Trainiert,1,2.91
528,Fletiamo,Uncommon,Kampfbereit,1,3.43
528,Fletiamo,Uncommon,Elite,1,4.62
528,Fletiamo,Uncommon,Perfekt,1,5.82
529,Rotomurf,Uncommon,Wild,0,1.34
529,Rotomurf,Uncommon,Trainiert,0,1.62
529,Rotomurf,Uncommon,Kampfbereit,0,1.91
529,Rotomurf,Uncommon,Elite,0,2.58
529,Rotomurf,Uncommon,Perfekt,0,3.25
529,Rotomurf,Uncommon,Wild,1,3.34
529,Rotomurf,Uncommon,Trainiert,1,4.06
529,Rotomurf,Uncommon,Kampfbereit,1,4.77
529,Rotomurf,Uncommon,Elite,1,6.45
529,Rotomurf,Uncommon,Perfekt,1,8.12
530,Stalobor,Rare,Wild,0,5.20
530,Stalobor,Rare,Trainiert,0,6.32
530,Stalobor,Rare,Kampfbereit,0,7.43
530,Stalobor,Rare,Elite,0,10.00
530,Stalobor,Rare,Perfekt,0,12.75
530,Stalobor,Rare,Wild,1,13.00
530,Stalobor,Rare,Trainiert,1,15.75
530,Stalobor,Rare,Kampfbereit,1,18.50
530,Stalobor,Rare,Elite,1,25.00
530,Stalobor,Rare,Perfekt,1,31.50
531,Ohrdoch,Uncommon,Wild,0,0.66
531,Ohrdoch,Uncommon,Trainiert,0,0.80
531,Ohrdoch,Uncommon,Kampfbereit,0,0.94
531,Ohrdoch,Uncommon,Elite,0,1.27
531,Ohrdoch,Uncommon,Perfekt,0,1.60
531,Ohrdoch,Uncommon,Wild,1,1.64
531,Ohrdoch,Uncommon,Trainiert,1,2.00
531,Ohrdoch,Uncommon,Kampfbereit,1,2.35
531,Ohrdoch,Uncommon,Elite,1,3.17
531,Ohrdoch,Uncommon,Perfekt,1,3.99
532,Praktibalk,Uncommon,Wild,0,1.54
532,Praktibalk,Uncommon,Trainiert,0,1.87
532,Praktibalk,Uncommon,Kampfbereit,0,2.20
532,Praktibalk,Uncommon,Elite,0,2.97
532,Praktibalk,Uncommon,Perfekt,0,3.74
532,Praktibalk,Uncommon,Wild,1,3.85
532,Praktibalk,Uncommon,Trainiert,1,4.68
532,Praktibalk,Uncommon,Kampfbereit,1,5.50
532,Praktibalk,Uncommon,Elite,1,7.43
532,Praktibalk,Uncommon,Perfekt,1,9.35
533,Strepoli,Rare,Wild,0,3.82
533,Strepoli,Rare,Trainiert,0,4.63
533,Strepoli,Rare,Kampfbereit,0,5.45
533,Strepoli,Rare,Elite,0,7.36
533,Strepoli,Rare,Perfekt,0,9.27
533,Strepoli,Rare,Wild,1,9.54
533,Strepoli,Rare,Trainiert,1,11.50
533,Strepoli,Rare,Kampfbereit,1,13.75
533,Strepoli,Rare,Elite,1,18.50
533,Strepoli,Rare,Perfekt,1,23.25
534,Meistagrif,Epic,Wild,0,10.75
534,Meistagrif,Epic,Trainiert,0,13.00
534,Meistagrif,Epic,Kampfbereit,0,15.25
534,Meistagrif,Epic,Elite,0,20.50
534,Meistagrif,Epic,Perfekt,0,26.00
534,Meistagrif,Epic,Wild,1,26.75
534,Meistagrif,Epic,Trainiert,1,32.50
534,Meistagrif,Epic,Kampfbereit,1,38.25
534,Meistagrif,Epic,Elite,1,51.50
534,Meistagrif,Epic,Perfekt,1,64.75
535,Schallquap,Uncommon,Wild,0,0.32
535,Schallquap,Uncommon,Trainiert,0,0.39
535,Schallquap,Uncommon,Kampfbereit,0,0.46
535,Schallquap,Uncommon,Elite,0,0.62
535,Schallquap,Uncommon,Perfekt,0,0.78
535,Schallquap,Uncommon,Wild,1,0.81
535,Schallquap,Uncommon,Trainiert,1,0.98
535,Schallquap,Uncommon,Kampfbereit,1,1.15
535,Schallquap,Uncommon,Elite,1,1.55
535,Schallquap,Uncommon,Perfekt,1,1.96
536,Mebrana,Uncommon,Wild,0,0.69
536,Mebrana,Uncommon,Trainiert,0,0.83
536,Mebrana,Uncommon,Kampfbereit,0,0.98
536,Mebrana,Uncommon,Elite,0,1.32
536,Mebrana,Uncommon,Perfekt,0,1.67
536,Mebrana,Uncommon,Wild,1,1.72
536,Mebrana,Uncommon,Trainiert,1,2.08
536,Mebrana,Uncommon,Kampfbereit,1,2.45
536,Mebrana,Uncommon,Elite,1,3.31
536,Mebrana,Uncommon,Perfekt,1,4.17
537,Branawarz,Rare,Wild,0,2.15
537,Branawarz,Rare,Trainiert,0,2.61
537,Branawarz,Rare,Kampfbereit,0,3.07
537,Branawarz,Rare,Elite,0,4.14
537,Branawarz,Rare,Perfekt,0,5.22
537,Branawarz,Rare,Wild,1,5.37
537,Branawarz,Rare,Trainiert,1,6.52
537,Branawarz,Rare,Kampfbereit,1,7.68
537,Branawarz,Rare,Elite,1,10.25
537,Branawarz,Rare,Perfekt,1,13.00
538,Jiutesto,Rare,Wild,0,2.02
538,Jiutesto,Rare,Trainiert,0,2.45
538,Jiutesto,Rare,Kampfbereit,0,2.88
538,Jiutesto,Rare,Elite,0,3.89
538,Jiutesto,Rare,Perfekt,0,4.90
538,Jiutesto,Rare,Wild,1,5.04
538,Jiutesto,Rare,Trainiert,1,6.12
538,Jiutesto,Rare,Kampfbereit,1,7.20
538,Jiutesto,Rare,Elite,1,9.72
538,Jiutesto,Rare,Perfekt,1,12.25
539,Karadonis,Rare,Wild,0,1.97
539,Karadonis,Rare,Trainiert,0,2.40
539,Karadonis,Rare,Kampfbereit,0,2.82
539,Karadonis,Rare,Elite,0,3.81
539,Karadonis,Rare,Perfekt,0,4.79
539,Karadonis,Rare,Wild,1,4.93
539,Karadonis,Rare,Trainiert,1,5.99
539,Karadonis,Rare,Kampfbereit,1,7.05
539,Karadonis,Rare,Elite,1,9.52
539,Karadonis,Rare,Perfekt,1,12.00
540,Strawickl,Common,Wild,0,0.18
540,Strawickl,Common,Trainiert,0,0.21
540,Strawickl,Common,Kampfbereit,0,0.25
540,Strawickl,Common,Elite,0,0.34
540,Strawickl,Common,Perfekt,0,0.43
540,Strawickl,Common,Wild,1,0.44
540,Strawickl,Common,Trainiert,1,0.53
540,Strawickl,Common,Kampfbereit,1,0.63
540,Strawickl,Common,Elite,1,0.84
540,Strawickl,Common,Perfekt,1,1.06
541,Folikon,Common,Wild,0,0.20
541,Folikon,Common,Trainiert,0,0.25
541,Folikon,Common,Kampfbereit,0,0.29
541,Folikon,Common,Elite,0,0.39
541,Folikon,Common,Perfekt,0,0.49
541,Folikon,Common,Wild,1,0.51
541,Folikon,Common,Trainiert,1,0.62
541,Folikon,Common,Kampfbereit,1,0.73
541,Folikon,Common,Elite,1,0.98
541,Folikon,Common,Perfekt,1,1.23
542,Matrifol,Uncommon,Wild,0,0.88
542,Matrifol,Uncommon,Trainiert,0,1.06
542,Matrifol,Uncommon,Kampfbereit,0,1.25
542,Matrifol,Uncommon,Elite,0,1.69
542,Matrifol,Uncommon,Perfekt,0,2.13
542,Matrifol,Uncommon,Wild,1,2.19
542,Matrifol,Uncommon,Trainiert,1,2.66
542,Matrifol,Uncommon,Kampfbereit,1,3.13
542,Matrifol,Uncommon,Elite,1,4.22
542,Matrifol,Uncommon,Perfekt,1,5.31
543,Toxiped,Uncommon,Wild,0,0.32
543,Toxiped,Uncommon,Trainiert,0,0.39
543,Toxiped,Uncommon,Kampfbereit,0,0.46
543,Toxiped,Uncommon,Elite,0,0.62
543,Toxiped,Uncommon,Perfekt,0,0.78
543,Toxiped,Uncommon,Wild,1,0.81
543,Toxiped,Uncommon,Trainiert,1,0.98
543,Toxiped,Uncommon,Kampfbereit,1,1.15
543,Toxiped,Uncommon,Elite,1,1.55
543,Toxiped,Uncommon,Perfekt,1,1.96
544,Rollum,Uncommon,Wild,0,0.71
544,Rollum,Uncommon,Trainiert,0,0.87
544,Rollum,Uncommon,Kampfbereit,0,1.02
544,Rollum,Uncommon,Elite,0,1.38
544,Rollum,Uncommon,Perfekt,0,1.73
544,Rollum,Uncommon,Wild,1,1.79
544,Rollum,Uncommon,Trainiert,1,2.17
544,Rollum,Uncommon,Kampfbereit,1,2.55
544,Rollum,Uncommon,Elite,1,3.44
544,Rollum,Uncommon,Perfekt,1,4.34
545,Cerapendra,Rare,Wild,0,2.32
545,Cerapendra,Rare,Trainiert,0,2.81
545,Cerapendra,Rare,Kampfbereit,0,3.31
545,Cerapendra,Rare,Elite,0,4.47
545,Cerapendra,Rare,Perfekt,0,5.63
545,Cerapendra,Rare,Wild,1,5.79
545,Cerapendra,Rare,Trainiert,1,7.03
545,Cerapendra,Rare,Kampfbereit,1,8.28
545,Cerapendra,Rare,Elite,1,11.25
545,Cerapendra,Rare,Perfekt,1,14.00
546,Waumboll,Uncommon,Wild,0,0.32
546,Waumboll,Uncommon,Trainiert,0,0.39
546,Waumboll,Uncommon,Kampfbereit,0,0.46
546,Waumboll,Uncommon,Elite,0,0.62
546,Waumboll,Uncommon,Perfekt,0,0.78
546,Waumboll,Uncommon,Wild,1,0.81
546,Waumboll,Uncommon,Trainiert,1,0.98
546,Waumboll,Uncommon,Kampfbereit,1,1.15
546,Waumboll,Uncommon,Elite,1,1.55
546,Waumboll,Uncommon,Perfekt,1,1.96
547,Elfun,Uncommon,Wild,0,0.97
547,Elfun,Uncommon,Trainiert,0,1.18
547,Elfun,Uncommon,Kampfbereit,0,1.39
547,Elfun,Uncommon,Elite,0,1.88
547,Elfun,Uncommon,Perfekt,0,2.36
547,Elfun,Uncommon,Wild,1,2.43
547,Elfun,Uncommon,Trainiert,1,2.95
547,Elfun,Uncommon,Kampfbereit,1,3.47
547,Elfun,Uncommon,Elite,1,4.69
547,Elfun,Uncommon,Perfekt,1,5.91
548,Lilminip,Uncommon,Wild,0,0.34
548,Lilminip,Uncommon,Trainiert,0,0.42
548,Lilminip,Uncommon,Kampfbereit,0,0.49
548,Lilminip,Uncommon,Elite,0,0.66
548,Lilminip,Uncommon,Perfekt,0,0.83
548,Lilminip,Uncommon,Wild,1,0.86
548,Lilminip,Uncommon,Trainiert,1,1.04
548,Lilminip,Uncommon,Kampfbereit,1,1.23
548,Lilminip,Uncommon,Elite,1,1.65
548,Lilminip,Uncommon,Perfekt,1,2.08
549,Dressella,Uncommon,Wild,0,1.06
549,Dressella,Uncommon,Trainiert,0,1.28
549,Dressella,Uncommon,Kampfbereit,0,1.51
549,Dressella,Uncommon,Elite,0,2.04
549,Dressella,Uncommon,Perfekt,0,2.57
549,Dressella,Uncommon,Wild,1,2.64
549,Dressella,Uncommon,Trainiert,1,3.21
549,Dressella,Uncommon,Kampfbereit,1,3.78
549,Dressella,Uncommon,Elite,1,5.10
549,Dressella,Uncommon,Perfekt,1,6.42
550,Barschuft,Uncommon,Wild,0,1.34
550,Barschuft,Uncommon,Trainiert,0,1.62
550,Barschuft,Uncommon,Kampfbereit,0,1.91
550,Barschuft,Uncommon,Elite,0,2.58
550,Barschuft,Uncommon,Perfekt,0,3.25
550,Barschuft,Uncommon,Wild,1,3.34
550,Barschuft,Uncommon,Trainiert,1,4.06
550,Barschuft,Uncommon,Kampfbereit,1,4.77
550,Barschuft,Uncommon,Elite,1,6.45
550,Barschuft,Uncommon,Perfekt,1,8.12
551,Ganovil,Uncommon,Wild,0,1.34
551,Ganovil,Uncommon,Trainiert,0,1.63
551,Ganovil,Uncommon,Kampfbereit,0,1.92
551,Ganovil,Uncommon,Elite,0,2.59
551,Ganovil,Uncommon,Perfekt,0,3.26
551,Ganovil,Uncommon,Wild,1,3.36
551,Ganovil,Uncommon,Trainiert,1,4.08
551,Ganovil,Uncommon,Kampfbereit,1,4.80
551,Ganovil,Uncommon,Elite,1,6.48
551,Ganovil,Uncommon,Perfekt,1,8.16
552,Rokkaiman,Rare,Wild,0,3.53
552,Rokkaiman,Rare,Trainiert,0,4.28
552,Rokkaiman,Rare,Kampfbereit,0,5.04
552,Rokkaiman,Rare,Elite,0,6.80
552,Rokkaiman,Rare,Perfekt,0,8.57
552,Rokkaiman,Rare,Wild,1,8.82
552,Rokkaiman,Rare,Trainiert,1,10.75
552,Rokkaiman,Rare,Kampfbereit,1,12.50
552,Rokkaiman,Rare,Elite,1,17.00
552,Rokkaiman,Rare,Perfekt,1,21.50
553,Rabigator,Epic,Wild,0,11.00
553,Rabigator,Epic,Trainiert,0,13.50
553,Rabigator,Epic,Kampfbereit,0,15.75
553,Rabigator,Epic,Elite,0,21.25
553,Rabigator,Epic,Perfekt,0,26.75
553,Rabigator,Epic,Wild,1,27.50
553,Rabigator,Epic,Trainiert,1,33.50
553,Rabigator,Epic,Kampfbereit,1,39.50
553,Rabigator,Epic,Elite,1,53.25
553,Rabigator,Epic,Perfekt,1,67.00
554,Flampion,Uncommon,Wild,0,1.28
554,Flampion,Uncommon,Trainiert,0,1.56
554,Flampion,Uncommon,Kampfbereit,0,1.83
554,Flampion,Uncommon,Elite,0,2.47
554,Flampion,Uncommon,Perfekt,0,3.11
554,Flampion,Uncommon,Wild,1,3.20
554,Flampion,Uncommon,Trainiert,1,3.89
554,Flampion,Uncommon,Kampfbereit,1,4.58
554,Flampion,Uncommon,Elite,1,6.18
554,Flampion,Uncommon,Perfekt,1,7.78
555,Flampivian,Rare,Wild,0,5.77
555,Flampivian,Rare,Trainiert,0,7.00
555,Flampivian,Rare,Kampfbereit,0,8.24
555,Flampivian,Rare,Elite,0,11.00
555,Flampivian,Rare,Perfekt,0,14.00
555,Flampivian,Rare,Wild,1,14.50
555,Flampivian,Rare,Trainiert,1,17.50
555,Flampivian,Rare,Kampfbereit,1,20.50
555,Flampivian,Rare,Elite,1,27.75
555,Flampivian,Rare,Perfekt,1,35.00
556,Maracamba,Common,Wild,0,0.20
556,Maracamba,Common,Trainiert,0,0.24
556,Maracamba,Common,Kampfbereit,0,0.28
556,Maracamba,Common,Elite,0,0.38
556,Maracamba,Common,Perfekt,0,0.48
556,Maracamba,Common,Wild,1,0.49
556,Maracamba,Common,Trainiert,1,0.60
556,Maracamba,Common,Kampfbereit,1,0.70
556,Maracamba,Common,Elite,1,0.95
556,Maracamba,Common,Perfekt,1,1.19
557,Lithomith,Uncommon,Wild,0,0.29
557,Lithomith,Uncommon,Trainiert,0,0.36
557,Lithomith,Uncommon,Kampfbereit,0,0.42
557,Lithomith,Uncommon,Elite,0,0.57
557,Lithomith,Uncommon,Perfekt,0,0.71
557,Lithomith,Uncommon,Wild,1,0.74
557,Lithomith,Uncommon,Trainiert,1,0.89
557,Lithomith,Uncommon,Kampfbereit,1,1.05
557,Lithomith,Uncommon,Elite,1,1.42
557,Lithomith,Uncommon,Perfekt,1,1.79
558,Castellith,Uncommon,Wild,0,1.10
558,Castellith,Uncommon,Trainiert,0,1.33
558,Castellith,Uncommon,Kampfbereit,0,1.57
558,Castellith,Uncommon,Elite,0,2.12
558,Castellith,Uncommon,Perfekt,0,2.67
558,Castellith,Uncommon,Wild,1,2.75
558,Castellith,Uncommon,Trainiert,1,3.34
558,Castellith,Uncommon,Kampfbereit,1,3.93
558,Castellith,Uncommon,Elite,1,5.30
